order_id,order_date,customer_id,city,region,product,category,quantity,unit_price,discount_pct,gross_amount,net_amount,order_month,order_size
105747,2025-11-23,CUST00347,Alexandria,Coastal,Headphones,Electronics,11,1854.0,5,20394.0,19374.3,2025-11,Large
105748,2025-06-08,CUST00348,Mansoura,Delta,Monitor,Electronics,12,9568.0,10,114816.0,103334.4,2025-06,Large
105749,2025-01-21,CUST00349,Tanta,Unknown,Printer,Office Equipment,1,7140.0,15,7140.0,6069.0,2025-01,Medium
105750,2025-08-06,CUST00350,Aswan,Unknown,Notebook Pack,Stationery,2,254.4,20,508.8,407.04,2025-08,Small
105751,2025-03-19,CUST00351,Luxor,Unknown,Laptop,Electronics,3,30495.0,0,91485.0,91485.0,2025-03,Large
105752,2025-10-04,CUST00352,Port Said,Unknown,Smartphone,Electronics,4,15660.0,5,62640.0,59508.0,2025-10,Large
105753,2025-05-17,CUST00353,Cairo,Greater Cairo,Wireless Mouse,Accessories,5,490.5,10,2452.5,2207.25,2025-05,Medium
105754,2025-12-02,CUST00354,Giza,Greater Cairo,Keyboard,Accessories,6,935.0,15,5610.0,4768.5,2025-12,Medium
105755,2025-07-15,CUST00355,Alexandria,Coastal,Office Chair,Furniture,7,4680.0,20,32760.0,26208.0,2025-07,Large
105756,2025-02-28,CUST00356,Mansoura,Delta,Desk,Furniture,8,6734.0,0,53872.0,53872.0,2025-02,Large
105757,2025-09-13,CUST00357,Tanta,Unknown,Headphones,Electronics,9,1656.0,5,14904.0,14158.8,2025-09,Large
105758,2025-04-26,CUST00358,Aswan,Unknown,Monitor,Electronics,10,8556.0,10,85560.0,77004.0,2025-04,Large
105759,2025-11-11,CUST00359,Luxor,Unknown,Printer,Office Equipment,11,6392.0,15,70312.0,59765.2,2025-11,Large
105760,2025-06-24,CUST00360,Port Said,Unknown,Notebook Pack,Stationery,12,228.0,20,2736.0,2188.8,2025-06,Medium
105761,2025-01-09,CUST00361,Cairo,Greater Cairo,Laptop,Electronics,1,27360.0,0,27360.0,27360.0,2025-01,Large
105762,2025-08-22,CUST00362,Giza,Greater Cairo,Smartphone,Electronics,2,14065.0,5,28130.0,26723.5,2025-08,Large
105763,2025-03-07,CUST00363,Alexandria,Coastal,Wireless Mouse,Accessories,3,441.0,10,1323.0,1190.7,2025-03,Medium
105764,2025-10-20,CUST00364,Mansoura,Delta,Keyboard,Accessories,4,841.5,15,3366.0,2861.1,2025-10,Medium
105765,2025-05-05,CUST00365,Tanta,Unknown,Office Chair,Furniture,5,5200.0,20,26000.0,20800.0,2025-05,Large
105766,2026-12-18,CUST00366,Aswan,Unknown,Desk,Furniture,6,7474.0,0,44844.0,44844.0,2026-12,Large
105767,2026-07-03,CUST00367,Luxor,Unknown,Headphones,Electronics,7,1836.0,5,12852.0,12209.4,2026-07,Large
105768,2026-02-16,CUST00368,Port Said,Unknown,Monitor,Electronics,8,9476.0,10,75808.0,68227.2,2026-02,Large
105769,2026-09-01,CUST00369,Cairo,Greater Cairo,Printer,Office Equipment,9,7072.0,15,63648.0,54100.8,2026-09,Large
105770,2026-04-14,CUST00370,Giza,Greater Cairo,Notebook Pack,Stationery,10,252.0,20,2520.0,2016.0,2026-04,Medium
105771,2026-11-27,CUST00371,Alexandria,Coastal,Laptop,Electronics,11,30210.0,0,332310.0,332310.0,2026-11,Large
105772,2026-06-12,CUST00372,Mansoura,Delta,Smartphone,Electronics,12,15515.0,5,186180.0,176871.0,2026-06,Large
105773,2026-01-25,CUST00373,Tanta,Unknown,Wireless Mouse,Accessories,1,486.0,10,486.0,437.4,2026-01,Small
105774,2026-08-10,CUST00374,Aswan,Unknown,Keyboard,Accessories,2,926.5,15,1853.0,1575.05,2026-08,Medium
105775,2026-03-23,CUST00375,Luxor,Unknown,Office Chair,Furniture,3,5720.0,20,17160.0,13728.0,2026-03,Large
105776,2026-10-08,CUST00376,Port Said,Unknown,Desk,Furniture,4,6660.0,0,26640.0,26640.0,2026-10,Large
105777,2026-05-21,CUST00377,Cairo,Greater Cairo,Headphones,Electronics,5,1638.0,5,8190.0,7780.5,2026-05,Medium
105778,2026-12-06,CUST00378,Giza,Greater Cairo,Monitor,Electronics,6,8464.0,10,50784.0,45705.6,2026-12,Large
105779,2026-07-19,CUST00379,Alexandria,Coastal,Printer,Office Equipment,7,6324.0,15,44268.0,37627.8,2026-07,Large
105780,2026-02-04,CUST00380,Mansoura,Delta,Notebook Pack,Stationery,8,225.6,20,1804.8,1443.84,2026-02,Medium
105781,2026-09-17,CUST00381,Tanta,Unknown,Laptop,Electronics,9,27075.0,0,243675.0,243675.0,2026-09,Large
105782,2026-04-02,CUST00382,Aswan,Unknown,Smartphone,Electronics,10,13920.0,5,139200.0,132240.0,2026-04,Large
105783,2026-11-15,CUST00383,Luxor,Unknown,Wireless Mouse,Accessories,11,436.5,10,4801.5,4321.35,2026-11,Medium
105784,2026-06-28,CUST00384,Port Said,Unknown,Keyboard,Accessories,12,833.0,15,9996.0,8496.6,2026-06,Medium
105785,2026-01-13,CUST00385,Cairo,Greater Cairo,Office Chair,Furniture,1,5148.0,20,5148.0,4118.4,2026-01,Medium
105786,2026-08-26,CUST00386,Giza,Greater Cairo,Desk,Furniture,2,7400.0,0,14800.0,14800.0,2026-08,Large
105787,2026-03-11,CUST00387,Alexandria,Coastal,Headphones,Electronics,3,1818.0,5,5454.0,5181.3,2026-03,Medium
105788,2026-10-24,CUST00388,Mansoura,Delta,Monitor,Electronics,4,9384.0,10,37536.0,33782.4,2026-10,Large
105789,2026-05-09,CUST00389,Tanta,Unknown,Printer,Office Equipment,5,7004.0,15,35020.0,29767.0,2026-05,Large
105790,2026-12-22,CUST00390,Aswan,Unknown,Notebook Pack,Stationery,6,249.6,20,1497.6,1198.08,2026-12,Medium
105791,2026-07-07,CUST00391,Luxor,Unknown,Laptop,Electronics,7,29925.0,0,209475.0,209475.0,2026-07,Large
105792,2026-02-20,CUST00392,Port Said,Unknown,Smartphone,Electronics,8,15370.0,5,122960.0,116812.0,2026-02,Large
105793,2026-09-05,CUST00393,Cairo,Greater Cairo,Wireless Mouse,Accessories,9,481.5,0,4333.5,4333.5,2026-09,Medium
105794,2026-04-18,CUST00394,Giza,Greater Cairo,Keyboard,Accessories,10,918.0,15,9180.0,7803.0,2026-04,Medium
105795,2026-11-03,CUST00395,Alexandria,Coastal,Office Chair,Furniture,11,5668.0,20,62348.0,49878.4,2026-11,Large
105796,2026-06-16,CUST00396,Mansoura,Delta,Desk,Furniture,12,8140.0,0,97680.0,97680.0,2026-06,Large
105797,2026-01-01,CUST00397,Tanta,Unknown,Headphones,Electronics,1,1620.0,5,1620.0,1539.0,2026-01,Medium
105798,2026-08-14,CUST00398,Aswan,Unknown,Monitor,Electronics,2,8372.0,10,16744.0,15069.6,2026-08,Large
105799,2026-03-27,CUST00399,Luxor,Unknown,Printer,Office Equipment,3,6256.0,15,18768.0,15952.8,2026-03,Large
105800,2026-10-12,CUST00400,Port Said,Unknown,Notebook Pack,Stationery,4,223.2,20,892.8,714.24,2026-10,Small
105801,2026-05-25,CUST00401,Cairo,Greater Cairo,Laptop,Electronics,5,26790.0,0,133950.0,133950.0,2026-05,Large
105802,2026-12-10,CUST00402,Giza,Greater Cairo,Smartphone,Electronics,6,13775.0,5,82650.0,78517.5,2026-12,Large
105803,2026-07-23,CUST00403,Alexandria,Coastal,Wireless Mouse,Accessories,7,432.0,10,3024.0,2721.6,2026-07,Medium
105804,2026-02-08,CUST00404,Mansoura,Delta,Keyboard,Accessories,8,824.5,15,6596.0,5606.6,2026-02,Medium
105805,2026-09-21,CUST00405,Tanta,Unknown,Office Chair,Furniture,9,5096.0,20,45864.0,36691.2,2026-09,Large
105806,2026-04-06,CUST00406,Aswan,Unknown,Desk,Furniture,10,7326.0,0,73260.0,73260.0,2026-04,Large
105807,2026-11-19,CUST00407,Luxor,Unknown,Headphones,Electronics,11,1800.0,5,19800.0,18810.0,2026-11,Large
105808,2026-06-04,CUST00408,Port Said,Unknown,Monitor,Electronics,12,9292.0,10,111504.0,100353.6,2026-06,Large
105809,2026-01-17,CUST00409,Cairo,Greater Cairo,Printer,Office Equipment,1,6936.0,15,6936.0,5895.6,2026-01,Medium
105810,2026-08-02,CUST00410,Giza,Greater Cairo,Notebook Pack,Stationery,2,247.2,20,494.4,395.52,2026-08,Small
105811,2026-03-15,CUST00411,Alexandria,Coastal,Laptop,Electronics,3,29640.0,0,88920.0,88920.0,2026-03,Large
105812,2026-10-28,CUST00412,Mansoura,Delta,Smartphone,Electronics,4,15225.0,5,60900.0,57855.0,2026-10,Large
105813,2026-05-13,CUST00413,Tanta,Unknown,Wireless Mouse,Accessories,5,477.0,10,2385.0,2146.5,2026-05,Medium
105814,2026-12-26,CUST00414,Aswan,Unknown,Keyboard,Accessories,6,909.5,15,5457.0,4638.45,2026-12,Medium
105815,2026-07-11,CUST00415,Luxor,Unknown,Office Chair,Furniture,7,5616.0,20,39312.0,31449.6,2026-07,Large
105816,2026-02-24,CUST00416,Port Said,Unknown,Desk,Furniture,8,8066.0,0,64528.0,64528.0,2026-02,Large
105817,2026-09-09,CUST00417,Cairo,Greater Cairo,Headphones,Electronics,9,1980.0,5,17820.0,16929.0,2026-09,Large
105818,2026-04-22,CUST00418,Giza,Greater Cairo,Monitor,Electronics,10,8280.0,10,82800.0,74520.0,2026-04,Large
105819,2026-11-07,CUST00419,Alexandria,Coastal,Printer,Office Equipment,11,6188.0,15,68068.0,57857.8,2026-11,Large
105820,2026-06-20,CUST00420,Mansoura,Delta,Notebook Pack,Stationery,12,220.8,20,2649.6,2119.68,2026-06,Medium
105821,2026-01-05,CUST00421,Unknown,Unknown,Laptop,Electronics,1,26505.0,0,26505.0,26505.0,2026-01,Large
105822,2026-08-18,CUST00422,Aswan,Unknown,Smartphone,Electronics,2,13630.0,5,27260.0,25897.0,2026-08,Large
105823,2026-03-03,CUST00423,Luxor,Unknown,Wireless Mouse,Accessories,3,427.5,10,1282.5,1154.25,2026-03,Medium
105824,2026-10-16,CUST00424,Port Said,Unknown,Keyboard,Accessories,4,816.0,15,3264.0,2774.4,2026-10,Medium
105825,2026-05-01,CUST00425,Cairo,Greater Cairo,Office Chair,Furniture,5,5044.0,20,25220.0,20176.0,2026-05,Large
105826,2026-12-14,CUST00426,Giza,Greater Cairo,Desk,Furniture,6,7252.0,0,43512.0,43512.0,2026-12,Large
105827,2026-07-27,CUST00427,Alexandria,Coastal,Headphones,Electronics,7,1782.0,5,12474.0,11850.3,2026-07,Large
105828,2026-02-12,CUST00428,Mansoura,Delta,Monitor,Electronics,8,9200.0,10,73600.0,66240.0,2026-02,Large
105829,2026-09-25,CUST00429,Tanta,Unknown,Printer,Office Equipment,9,6868.0,15,61812.0,52540.2,2026-09,Large
105830,2026-04-10,CUST00430,Aswan,Unknown,Notebook Pack,Stationery,10,244.8,20,2448.0,1958.4,2026-04,Medium
105831,2026-11-23,CUST00431,Luxor,Unknown,Laptop,Electronics,11,29355.0,0,322905.0,322905.0,2026-11,Large
105832,2026-06-08,CUST00432,Port Said,Unknown,Smartphone,Electronics,12,15080.0,5,180960.0,171912.0,2026-06,Large
105833,2026-01-21,CUST00433,Cairo,Greater Cairo,Wireless Mouse,Accessories,1,472.5,10,472.5,425.25,2026-01,Small
105834,2026-08-06,CUST00434,Giza,Greater Cairo,Keyboard,Accessories,2,901.0,15,1802.0,1531.7,2026-08,Medium
105835,2026-03-19,CUST00435,Alexandria,Coastal,Office Chair,Furniture,3,5564.0,20,16692.0,13353.6,2026-03,Large
105836,2026-10-04,CUST00436,Mansoura,Delta,Desk,Furniture,4,7992.0,0,31968.0,31968.0,2026-10,Large
105837,2026-05-17,CUST00437,Tanta,Unknown,Headphones,Electronics,5,1962.0,5,9810.0,9319.5,2026-05,Medium
105838,2026-12-02,CUST00438,Aswan,Unknown,Monitor,Electronics,6,10120.0,10,60720.0,54648.0,2026-12,Large
105839,2026-07-15,CUST00439,Luxor,Unknown,Printer,Office Equipment,7,6120.0,15,42840.0,36414.0,2026-07,Large
105840,2026-02-28,CUST00440,Port Said,Unknown,Notebook Pack,Stationery,8,218.4,20,1747.2,1397.76,2026-02,Medium
105841,2026-09-13,CUST00441,Cairo,Greater Cairo,Laptop,Electronics,9,26220.0,0,235980.0,235980.0,2026-09,Large
105842,2026-04-26,CUST00442,Giza,Greater Cairo,Smartphone,Electronics,10,13485.0,5,134850.0,128107.5,2026-04,Large
105843,2026-11-11,CUST00443,Alexandria,Coastal,Wireless Mouse,Accessories,11,423.0,10,4653.0,4187.7,2026-11,Medium
105844,2026-06-24,CUST00444,Mansoura,Delta,Keyboard,Accessories,12,807.5,15,9690.0,8236.5,2026-06,Medium
105845,2026-01-09,CUST00445,Tanta,Unknown,Office Chair,Furniture,1,4992.0,20,4992.0,3993.6,2026-01,Medium
105846,2026-08-22,CUST00446,Aswan,Unknown,Desk,Furniture,2,7178.0,0,14356.0,14356.0,2026-08,Large
105847,2026-03-07,CUST00447,Luxor,Unknown,Headphones,Electronics,3,1764.0,5,5292.0,5027.4,2026-03,Medium
105848,2026-10-20,CUST00448,Port Said,Unknown,Monitor,Electronics,4,9108.0,10,36432.0,32788.8,2026-10,Large
105849,2026-05-05,CUST00449,Cairo,Greater Cairo,Printer,Office Equipment,5,6800.0,15,34000.0,28900.0,2026-05,Large
105850,2026-12-18,CUST00450,Giza,Greater Cairo,Notebook Pack,Stationery,6,242.4,20,1454.4,1163.52,2026-12,Medium
105851,2026-07-03,CUST00451,Alexandria,Coastal,Laptop,Electronics,7,29070.0,0,203490.0,203490.0,2026-07,Large
105852,2026-02-16,CUST00452,Mansoura,Delta,Smartphone,Electronics,8,14935.0,5,119480.0,113506.0,2026-02,Large
105853,2026-09-01,CUST00453,Tanta,Unknown,Wireless Mouse,Accessories,9,468.0,10,4212.0,3790.8,2026-09,Medium
105854,2026-04-14,CUST00454,Aswan,Unknown,Keyboard,Accessories,10,892.5,15,8925.0,7586.25,2026-04,Medium
105855,2026-11-27,CUST00455,Luxor,Unknown,Office Chair,Furniture,11,5512.0,20,60632.0,48505.6,2026-11,Large
105856,2026-06-12,CUST00456,Port Said,Unknown,Desk,Furniture,12,7918.0,0,95016.0,95016.0,2026-06,Large
105857,2026-01-25,CUST00457,Cairo,Greater Cairo,Headphones,Electronics,1,1944.0,5,1944.0,1846.8,2026-01,Medium
105858,2026-08-10,CUST00458,Giza,Greater Cairo,Monitor,Electronics,2,10028.0,10,20056.0,18050.4,2026-08,Large
105859,2026-03-23,CUST00459,Alexandria,Coastal,Printer,Office Equipment,3,7480.0,15,22440.0,19074.0,2026-03,Large
105860,2026-10-08,CUST00460,Mansoura,Delta,Notebook Pack,Stationery,4,216.0,20,864.0,691.2,2026-10,Small
105861,2026-05-21,CUST00461,Tanta,Unknown,Laptop,Electronics,5,25935.0,0,129675.0,129675.0,2026-05,Large
105862,2026-12-06,CUST00462,Aswan,Unknown,Smartphone,Electronics,6,13340.0,5,80040.0,76038.0,2026-12,Large
105863,2026-07-19,CUST00463,Luxor,Unknown,Wireless Mouse,Accessories,7,418.5,10,2929.5,2636.55,2026-07,Medium
105864,2026-02-04,CUST00464,Port Said,Unknown,Keyboard,Accessories,8,799.0,15,6392.0,5433.2,2026-02,Medium
105865,2026-09-17,CUST00465,Cairo,Greater Cairo,Office Chair,Furniture,9,4940.0,20,44460.0,35568.0,2026-09,Large
105866,2026-04-02,CUST00466,Giza,Greater Cairo,Desk,Furniture,10,7104.0,0,71040.0,71040.0,2026-04,Large
105867,2026-11-15,CUST00467,Alexandria,Coastal,Headphones,Electronics,11,1746.0,5,19206.0,18245.7,2026-11,Large
105868,2026-06-28,CUST00468,Mansoura,Delta,Monitor,Electronics,12,9016.0,10,108192.0,97372.8,2026-06,Large
105869,2026-01-13,CUST00469,Tanta,Unknown,Printer,Office Equipment,1,6732.0,15,6732.0,5722.2,2026-01,Medium
105870,2026-08-26,CUST00470,Aswan,Unknown,Notebook Pack,Stationery,2,240.0,20,480.0,384.0,2026-08,Small
105871,2026-03-11,CUST00471,Luxor,Unknown,Laptop,Electronics,3,28785.0,0,86355.0,86355.0,2026-03,Large
105872,2026-10-24,CUST00472,Port Said,Unknown,Smartphone,Electronics,4,14790.0,5,59160.0,56202.0,2026-10,Large
105873,2026-05-09,CUST00473,Cairo,Greater Cairo,Wireless Mouse,Accessories,5,463.5,10,2317.5,2085.75,2026-05,Medium
105874,2026-12-22,CUST00474,Giza,Greater Cairo,Keyboard,Accessories,6,884.0,15,5304.0,4508.4,2026-12,Medium
105875,2026-07-07,CUST00475,Alexandria,Coastal,Office Chair,Furniture,7,5460.0,20,38220.0,30576.0,2026-07,Large
105876,2026-02-20,CUST00476,Mansoura,Delta,Desk,Furniture,8,7844.0,0,62752.0,62752.0,2026-02,Large
105877,2026-09-05,CUST00477,Tanta,Unknown,Headphones,Electronics,9,1926.0,5,17334.0,16467.3,2026-09,Large
105878,2026-04-18,CUST00478,Aswan,Unknown,Monitor,Electronics,10,9936.0,10,99360.0,89424.0,2026-04,Large
105879,2026-11-03,CUST00479,Luxor,Unknown,Printer,Office Equipment,11,7412.0,15,81532.0,69302.2,2026-11,Large
105880,2026-06-16,CUST00480,Port Said,Unknown,Notebook Pack,Stationery,12,264.0,20,3168.0,2534.4,2026-06,Medium
105881,2026-01-01,CUST00481,Cairo,Greater Cairo,Laptop,Electronics,1,25650.0,0,25650.0,25650.0,2026-01,Large
105882,2026-08-14,CUST00482,Giza,Greater Cairo,Smartphone,Electronics,2,13195.0,5,26390.0,25070.5,2026-08,Large
105883,2026-03-27,CUST00483,Alexandria,Coastal,Wireless Mouse,Accessories,3,414.0,10,1242.0,1117.8,2026-03,Medium
105884,2026-10-12,CUST00484,Mansoura,Delta,Keyboard,Accessories,4,790.5,15,3162.0,2687.7,2026-10,Medium
105885,2026-05-25,CUST00485,Tanta,Unknown,Office Chair,Furniture,5,4888.0,20,24440.0,19552.0,2026-05,Large
105886,2026-12-10,CUST00486,Aswan,Unknown,Desk,Furniture,6,7030.0,0,42180.0,42180.0,2026-12,Large
105887,2026-07-23,CUST00487,Luxor,Unknown,Headphones,Electronics,7,1728.0,5,12096.0,11491.2,2026-07,Large
105888,2026-02-08,CUST00488,Port Said,Unknown,Monitor,Electronics,8,8924.0,10,71392.0,64252.8,2026-02,Large
105889,2026-09-21,CUST00489,Cairo,Greater Cairo,Printer,Office Equipment,9,6664.0,15,59976.0,50979.6,2026-09,Large
105890,2026-04-06,CUST00490,Giza,Greater Cairo,Notebook Pack,Stationery,10,237.6,20,2376.0,1900.8,2026-04,Medium
105891,2026-11-19,CUST00491,Alexandria,Coastal,Laptop,Electronics,11,28500.0,0,313500.0,313500.0,2026-11,Large
105892,2026-06-04,CUST00492,Mansoura,Delta,Smartphone,Electronics,12,14645.0,5,175740.0,166953.0,2026-06,Large
105893,2026-01-17,CUST00493,Tanta,Unknown,Wireless Mouse,Accessories,1,459.0,10,459.0,413.1,2026-01,Small
105894,2026-08-02,CUST00494,Aswan,Unknown,Keyboard,Accessories,2,875.5,15,1751.0,1488.35,2026-08,Medium
105895,2026-03-15,CUST00495,Luxor,Unknown,Office Chair,Furniture,3,5408.0,20,16224.0,12979.2,2026-03,Large
105896,2026-10-28,CUST00496,Port Said,Unknown,Desk,Furniture,4,7770.0,0,31080.0,31080.0,2026-10,Large
105897,2026-05-13,CUST00497,Cairo,Greater Cairo,Headphones,Electronics,5,1908.0,5,9540.0,9063.0,2026-05,Medium
105898,2026-12-26,CUST00498,Giza,Greater Cairo,Monitor,Electronics,6,9844.0,10,59064.0,53157.6,2026-12,Large
105899,2026-07-11,CUST00499,Alexandria,Coastal,Printer,Office Equipment,7,7344.0,15,51408.0,43696.8,2026-07,Large
105900,2026-02-24,CUST00500,Mansoura,Delta,Notebook Pack,Stationery,8,261.6,20,2092.8,1674.24,2026-02,Medium
105901,2026-09-09,CUST00501,Tanta,Unknown,Laptop,Electronics,9,31350.0,0,282150.0,282150.0,2026-09,Large
105902,2026-04-22,CUST00502,Aswan,Unknown,Smartphone,Electronics,10,13050.0,5,130500.0,123975.0,2026-04,Large
105903,2026-11-07,CUST00503,Luxor,Unknown,Wireless Mouse,Accessories,11,409.5,10,4504.5,4054.05,2026-11,Medium
105904,2026-06-20,CUST00504,Port Said,Unknown,Keyboard,Accessories,12,782.0,15,9384.0,7976.4,2026-06,Medium
105905,2026-01-05,CUST00505,Cairo,Greater Cairo,Office Chair,Furniture,1,4836.0,20,4836.0,3868.8,2026-01,Medium
105906,2026-08-18,CUST00506,Giza,Greater Cairo,Desk,Furniture,2,6956.0,0,13912.0,13912.0,2026-08,Large
105907,2026-03-03,CUST00507,Alexandria,Coastal,Headphones,Electronics,3,1710.0,5,5130.0,4873.5,2026-03,Medium
105908,2026-10-16,CUST00508,Mansoura,Delta,Monitor,Electronics,4,8832.0,10,35328.0,31795.2,2026-10,Large
105909,2026-05-01,CUST00509,Tanta,Unknown,Printer,Office Equipment,5,6596.0,15,32980.0,28033.0,2026-05,Large
105910,2026-12-14,CUST00510,Aswan,Unknown,Notebook Pack,Stationery,6,235.2,20,1411.2,1128.96,2026-12,Medium
105911,2026-07-27,CUST00511,Luxor,Unknown,Laptop,Electronics,7,28215.0,0,197505.0,197505.0,2026-07,Large
105912,2026-02-12,CUST00512,Port Said,Unknown,Smartphone,Electronics,8,14500.0,5,116000.0,110200.0,2026-02,Large
105913,2026-09-25,CUST00513,Cairo,Greater Cairo,Wireless Mouse,Accessories,9,454.5,10,4090.5,3681.45,2026-09,Medium
105914,2026-04-10,CUST00514,Giza,Greater Cairo,Keyboard,Accessories,10,867.0,15,8670.0,7369.5,2026-04,Medium
105915,2026-11-23,CUST00515,Alexandria,Coastal,Office Chair,Furniture,11,5356.0,20,58916.0,47132.8,2026-11,Large
105916,2026-06-08,CUST00516,Mansoura,Delta,Desk,Furniture,12,7696.0,0,92352.0,92352.0,2026-06,Large
105917,2026-01-21,CUST00517,Tanta,Unknown,Headphones,Electronics,1,1890.0,5,1890.0,1795.5,2026-01,Medium
105918,2026-08-06,CUST00518,Unknown,Unknown,Monitor,Electronics,2,9752.0,10,19504.0,17553.6,2026-08,Large
105919,2026-03-19,CUST00519,Luxor,Unknown,Printer,Office Equipment,3,7276.0,15,21828.0,18553.8,2026-03,Large
105920,2026-10-04,CUST00520,Port Said,Unknown,Notebook Pack,Stationery,4,259.2,20,1036.8,829.44,2026-10,Small
105921,2026-05-17,CUST00521,Cairo,Greater Cairo,Laptop,Electronics,5,31065.0,0,155325.0,155325.0,2026-05,Large
105922,2026-12-02,CUST00522,Giza,Greater Cairo,Smartphone,Electronics,6,15950.0,5,95700.0,90915.0,2026-12,Large
105923,2026-07-15,CUST00523,Alexandria,Coastal,Wireless Mouse,Accessories,7,405.0,10,2835.0,2551.5,2026-07,Medium
105924,2026-02-28,CUST00524,Mansoura,Delta,Keyboard,Accessories,8,773.5,15,6188.0,5259.8,2026-02,Medium
105925,2026-09-13,CUST00525,Tanta,Unknown,Office Chair,Furniture,9,4784.0,20,43056.0,34444.8,2026-09,Large
105926,2026-04-26,CUST00526,Aswan,Unknown,Desk,Furniture,10,6882.0,0,68820.0,68820.0,2026-04,Large
105927,2026-11-11,CUST00527,Luxor,Unknown,Headphones,Electronics,11,1692.0,5,18612.0,17681.4,2026-11,Large
105928,2026-06-24,CUST00528,Port Said,Unknown,Monitor,Electronics,12,8740.0,10,104880.0,94392.0,2026-06,Large
105929,2026-01-09,CUST00529,Cairo,Greater Cairo,Printer,Office Equipment,1,6528.0,15,6528.0,5548.8,2026-01,Medium
105930,2026-08-22,CUST00530,Giza,Greater Cairo,Notebook Pack,Stationery,2,232.8,20,465.6,372.48,2026-08,Small
105931,2026-03-07,CUST00531,Alexandria,Coastal,Laptop,Electronics,3,27930.0,0,83790.0,83790.0,2026-03,Large
105932,2026-10-20,CUST00532,Mansoura,Delta,Smartphone,Electronics,4,14355.0,5,57420.0,54549.0,2026-10,Large
105933,2026-05-05,CUST00533,Tanta,Unknown,Wireless Mouse,Accessories,5,450.0,10,2250.0,2025.0,2026-05,Medium
105934,2026-12-18,CUST00534,Aswan,Unknown,Keyboard,Accessories,6,858.5,15,5151.0,4378.35,2026-12,Medium
105935,2026-07-03,CUST00535,Luxor,Unknown,Office Chair,Furniture,7,5304.0,20,37128.0,29702.4,2026-07,Large
105936,2026-02-16,CUST00536,Port Said,Unknown,Desk,Furniture,8,7622.0,0,60976.0,60976.0,2026-02,Large
105937,2026-09-01,CUST00537,Cairo,Greater Cairo,Headphones,Electronics,9,1872.0,5,16848.0,16005.6,2026-09,Large
105938,2026-04-14,CUST00538,Giza,Greater Cairo,Monitor,Electronics,10,9660.0,10,96600.0,86940.0,2026-04,Large
105939,2026-11-27,CUST00539,Alexandria,Coastal,Printer,Office Equipment,11,7208.0,15,79288.0,67394.8,2026-11,Large
105940,2026-06-12,CUST00540,Mansoura,Delta,Notebook Pack,Stationery,12,256.8,20,3081.6,2465.28,2026-06,Medium
105941,2025-01-25,CUST00541,Tanta,Unknown,Laptop,Electronics,1,30780.0,0,30780.0,30780.0,2025-01,Large
105942,2025-08-10,CUST00542,Aswan,Unknown,Smartphone,Electronics,2,15805.0,5,31610.0,30029.5,2025-08,Large
105943,2025-03-23,CUST00543,Luxor,Unknown,Wireless Mouse,Accessories,3,495.0,10,1485.0,1336.5,2025-03,Medium
105944,2025-10-08,CUST00544,Port Said,Unknown,Keyboard,Accessories,4,765.0,15,3060.0,2601.0,2025-10,Medium
105945,2025-05-21,CUST00545,Cairo,Greater Cairo,Office Chair,Furniture,5,4732.0,20,23660.0,18928.0,2025-05,Large
105946,2025-12-06,CUST00546,Giza,Greater Cairo,Desk,Furniture,6,6808.0,0,40848.0,40848.0,2025-12,Large
105947,2025-07-19,CUST00547,Alexandria,Coastal,Headphones,Electronics,7,1674.0,5,11718.0,11132.1,2025-07,Large
105948,2025-02-04,CUST00548,Mansoura,Delta,Monitor,Electronics,8,8648.0,10,69184.0,62265.6,2025-02,Large
105949,2025-09-17,CUST00549,Tanta,Unknown,Printer,Office Equipment,9,6460.0,15,58140.0,49419.0,2025-09,Large
105950,2025-04-02,CUST00550,Aswan,Unknown,Notebook Pack,Stationery,10,230.4,20,2304.0,1843.2,2025-04,Medium
105951,2025-11-15,CUST00551,Luxor,Unknown,Laptop,Electronics,11,27645.0,0,304095.0,304095.0,2025-11,Large
105952,2025-06-28,CUST00552,Port Said,Unknown,Smartphone,Electronics,12,14210.0,5,170520.0,161994.0,2025-06,Large
105953,2025-01-13,CUST00553,Cairo,Greater Cairo,Wireless Mouse,Accessories,1,445.5,10,445.5,400.95,2025-01,Small
105954,2025-08-26,CUST00554,Giza,Greater Cairo,Keyboard,Accessories,2,850.0,15,1700.0,1445.0,2025-08,Medium
105955,2025-03-11,CUST00555,Alexandria,Coastal,Office Chair,Furniture,3,5252.0,20,15756.0,12604.8,2025-03,Large
105956,2025-10-24,CUST00556,Mansoura,Delta,Desk,Furniture,4,7548.0,0,30192.0,30192.0,2025-10,Large
105957,2025-05-09,CUST00557,Tanta,Unknown,Headphones,Electronics,5,1854.0,5,9270.0,8806.5,2025-05,Medium
105958,2025-12-22,CUST00558,Aswan,Unknown,Monitor,Electronics,6,9568.0,10,57408.0,51667.2,2025-12,Large
105959,2025-07-07,CUST00559,Luxor,Unknown,Printer,Office Equipment,7,7140.0,15,49980.0,42483.0,2025-07,Large
105960,2025-02-20,CUST00560,Port Said,Unknown,Notebook Pack,Stationery,8,254.4,20,2035.2,1628.16,2025-02,Medium
105961,2025-09-05,CUST00561,Cairo,Greater Cairo,Laptop,Electronics,9,30495.0,0,274455.0,274455.0,2025-09,Large
